,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
336,1803821017447411892,"If Trump is winning these states by THAT much (don’t know if he actually does) he will carry many of our Senate recruits over.

No matter the Senate, this is still REALLY good for Trump himself. Not only is he up by Lean margins in every key state, he is tied in Minnesota!",positive,"anger, concern",entity,Trump,supportive
337,1803821017447411892,"If Trump is winning these states by THAT much (don’t know if he actually does) he will carry many of our Senate recruits over.

No matter the Senate, this is still REALLY good for Trump himself. Not only is he up by Lean margins in every key state, he is tied in Minnesota!",positive,"anger, concern",event,Senate recruits,supportive
338,1803821017447411892,"If Trump is winning these states by THAT much (don’t know if he actually does) he will carry many of our Senate recruits over.

No matter the Senate, this is still REALLY good for Trump himself. Not only is he up by Lean margins in every key state, he is tied in Minnesota!",positive,"anger, concern",topic,key state results,positive
339,1803820969179353438,"🚨 JUST IN: RFK Jr. has officially FAILED to qualify for next week's CNN Presidential debate that will feature former President Donald Trump and Joe Biden.

Will this help or hurt Trump? https://t.co/XlgUHrtZmJ",negative,NA,entity,RFK Jr.,nonsupportive
340,1803820969179353438,"🚨 JUST IN: RFK Jr. has officially FAILED to qualify for next week's CNN Presidential debate that will feature former President Donald Trump and Joe Biden.

Will this help or hurt Trump? https://t.co/XlgUHrtZmJ",negative,NA,event,CNN Presidential debate,negative
341,1803820969179353438,"🚨 JUST IN: RFK Jr. has officially FAILED to qualify for next week's CNN Presidential debate that will feature former President Donald Trump and Joe Biden.

Will this help or hurt Trump? https://t.co/XlgUHrtZmJ",negative,NA,entity,Donald Trump,supportive
342,1803820921263624363,"In the latest UT/TPP Poll, @DadePhelan has a 24% approval rating, 15 points lower than Joe Biden.
🫣",negative,"disgust, contempt",entity,@DadePhelan,nonsupportive
343,1803820921263624363,"In the latest UT/TPP Poll, @DadePhelan has a 24% approval rating, 15 points lower than Joe Biden.
🫣",negative,"disgust, contempt",event,Joe Biden approval rating,supportive
344,1803820893287961067,'Cafeteria Catholic': Another prominent Catholic archbishop calls Biden out as a phony https://t.co/exo81C8JKR https://t.co/ubcyKkGzBu,negative,"anger, resentment",entity,Biden,nonsupportive
345,1803820893287961067,'Cafeteria Catholic': Another prominent Catholic archbishop calls Biden out as a phony https://t.co/exo81C8JKR https://t.co/ubcyKkGzBu,negative,"anger, resentment",event,Catholic archbishop criticizing Biden,negative
346,1803820886530695260,"Donald Trump Is You! And You! And You! - Audaciously and laughably, a playboy plutocrat turns himself into Everyman. via @nytimes https://t.co/nbspx3cXtV",negative,"irony, mockery",entity,Donald Trump,nonsupportive
347,1803820886530695260,"Donald Trump Is You! And You! And You! - Audaciously and laughably, a playboy plutocrat turns himself into Everyman. via @nytimes https://t.co/nbspx3cXtV",negative,"irony, mockery",event,playing with fire by mocking Trump,neutral
348,1803820868725829679,"The CBO finds that President Biden’s student loan bailout is contributing to a 27% jump in our projected federal budget deficit. 

Biden’s student loan scam is completely unfair to the American taxpayer and is also unconstitutional!",negative,"anger, concern",entity,CBO,NA
349,1803820868725829679,"The CBO finds that President Biden’s student loan bailout is contributing to a 27% jump in our projected federal budget deficit. 

Biden’s student loan scam is completely unfair to the American taxpayer and is also unconstitutional!",negative,"anger, concern",event,President Biden's student loan bailout,negative
350,1803820868725829679,"The CBO finds that President Biden’s student loan bailout is contributing to a 27% jump in our projected federal budget deficit. 

Biden’s student loan scam is completely unfair to the American taxpayer and is also unconstitutional!",negative,"anger, concern",entity,Biden,nonsupportive
351,1803820829160939841,@HollyCabot I literally voted for Trump in 2020. I certainly have not &amp; will not vote for Biden. These facts distinguish me from Never Trumpers . . . as does the fact that I am actually conservative.,positive,"confidence, conviction",entity,Trump,supportive
352,1803820829160939841,@HollyCabot I literally voted for Trump in 2020. I certainly have not &amp; will not vote for Biden. These facts distinguish me from Never Trumpers . . . as does the fact that I am actually conservative.,positive,"confidence, conviction",entity,Biden,nonsupportive
353,1803820829160939841,@HollyCabot I literally voted for Trump in 2020. I certainly have not &amp; will not vote for Biden. These facts distinguish me from Never Trumpers . . . as does the fact that I am actually conservative.,positive,"confidence, conviction",topic,conservatism,supportive
354,1803820786983047320,"2024 National GE, Among Independents (Shift since 5/13):

Biden 52% (+8)
Trump 43% (-3)
.
Biden 32% (+7)
Trump 28% (-3)
Kennedy 27% (+4)
West 5% (-2)
Stein 4% (-1)

.@foxnewspoll, RV, 6/14-17",negative,NA,entity,Donald Trump,nonsupportive
355,1803820786983047320,"2024 National GE, Among Independents (Shift since 5/13):

Biden 52% (+8)
Trump 43% (-3)
.
Biden 32% (+7)
Trump 28% (-3)
Kennedy 27% (+4)
West 5% (-2)
Stein 4% (-1)

.@foxnewspoll, RV, 6/14-17",negative,NA,entity,Joe Biden,supportive
356,1803820786983047320,"2024 National GE, Among Independents (Shift since 5/13):

Biden 52% (+8)
Trump 43% (-3)
.
Biden 32% (+7)
Trump 28% (-3)
Kennedy 27% (+4)
West 5% (-2)
Stein 4% (-1)

.@foxnewspoll, RV, 6/14-17",negative,NA,event,"National GE, Among Independents",neutral
357,1803820786983047320,"2024 National GE, Among Independents (Shift since 5/13):

Biden 52% (+8)
Trump 43% (-3)
.
Biden 32% (+7)
Trump 28% (-3)
Kennedy 27% (+4)
West 5% (-2)
Stein 4% (-1)

.@foxnewspoll, RV, 6/14-17",negative,NA,topic,Polls (USA),neutral
358,1803820748764594386,"“Donald Trump's fight is not for the people — he fights for himself.” 
- VP @kamalaharris

We're proud to stand by the vice president because we know she's committed to fighting for all Americans💪💜 https://t.co/BAoby5Wr6v",negative,"anger, resentment",entity,Donald Trump,nonsupportive
359,1803820748764594386,"“Donald Trump's fight is not for the people — he fights for himself.” 
- VP @kamalaharris

We're proud to stand by the vice president because we know she's committed to fighting for all Americans💪💜 https://t.co/BAoby5Wr6v",negative,"anger, resentment",event,fight for the people,supportive
360,1803820748764594386,"“Donald Trump's fight is not for the people — he fights for himself.” 
- VP @kamalaharris

We're proud to stand by the vice president because we know she's committed to fighting for all Americans💪💜 https://t.co/BAoby5Wr6v",negative,"anger, resentment",entity,Kamala Harris,supportive
361,1803820693840069037,"@XGavinMcInnes Spectator events (e.g., UFC, boxing etc) are bound by rules and controlled by referees but in settings in random public areas that are outside those boundaries, any method used between the progressive and conservative is acceptable as long as there's no weapons, nor mobs involved",negative,"anger, hostility",entity,progressive and conservative,hostile
362,1803820693840069037,"@XGavinMcInnes Spectator events (e.g., UFC, boxing etc) are bound by rules and controlled by referees but in settings in random public areas that are outside those boundaries, any method used between the progressive and conservative is acceptable as long as there's no weapons, nor mobs involved",negative,"anger, hostility",topic,violent clashes,negative
363,1803820686219382815,"The only time North Carolinians can truly rely on Josh Stein is when it comes to propping up the failed agenda of the Biden administration.

Whether it's on border security, inflation, or even expanding broadband access, Josh and Joe just don't have a clue, and neither one is https://t.co/LCnTDUfO1X",negative,"anger, distrust, concern",entity,Josh Stein,nonsupportive
364,1803820686219382815,"The only time North Carolinians can truly rely on Josh Stein is when it comes to propping up the failed agenda of the Biden administration.

Whether it's on border security, inflation, or even expanding broadband access, Josh and Joe just don't have a clue, and neither one is https://t.co/LCnTDUfO1X",negative,"anger, distrust, concern",event,Biden administration,negative
365,1803820686219382815,"The only time North Carolinians can truly rely on Josh Stein is when it comes to propping up the failed agenda of the Biden administration.

Whether it's on border security, inflation, or even expanding broadband access, Josh and Joe just don't have a clue, and neither one is https://t.co/LCnTDUfO1X",negative,"anger, distrust, concern",topic,proposing propping up failed agenda,nonsupportive
366,1803820679650857059,Me in 40 years on an Island i just bought because i never sold my $MAGA 🇺🇸🚀📈 https://t.co/zLe82JCuI6,negative,"anger, resentment",entity,$MAGA,nonsupportive
367,1803820670716911757,"Trump Forgets Names for 3 Minutes Straight in Viral MeidasTouch Supercut

A new MeidasTouch video shows Donald Trump confusing and forgetting names over and over again. https://t.co/VflVUm9Rkq",negative,"anger, embarrassment",entity,Donald Trump,nonsupportive
368,1803820648197673195,"Donald Trump's White House Spiritual Advisor was just outed as a pedophile.

QAnon goes to 0-347.",negative,"anger, outrage",entity,Donald Trump's White House Spiritual Advisor,nonsupportive
369,1803820648197673195,"Donald Trump's White House Spiritual Advisor was just outed as a pedophile.

QAnon goes to 0-347.",negative,"anger, outrage",entity,QAnon,negative
370,1803820612298686585,"WRAL: “About half of parents in the state report not being able to afford enough food or variety for their kids” as grocery prices have SKYROCKETED under Biden.

That's “Bidenomics” and it’s hurting North Carolina families. https://t.co/ykoBSH9UzG",negative,"anger, concern",entity,Biden,nonsupportive
371,1803820612298686585,"WRAL: “About half of parents in the state report not being able to afford enough food or variety for their kids” as grocery prices have SKYROCKETED under Biden.

That's “Bidenomics” and it’s hurting North Carolina families. https://t.co/ykoBSH9UzG",negative,"anger, concern",event,grocery prices skyrocketing,negative
372,1803820592853909907,"Biden's State Dept Official Admits Great Replacement is Real. “They Want to Change the Demographics of the United States”

“Traditional Americans are not leftists. Latin Americans are all leftists. This is just to try and change the demographics of the US.""

“I wish people knew https://t.co/f7SVSR3K32",negative,"anger, concern",entity,Latin Americans,supportive
373,1803820592853909907,"Biden's State Dept Official Admits Great Replacement is Real. “They Want to Change the Demographics of the United States”

“Traditional Americans are not leftists. Latin Americans are all leftists. This is just to try and change the demographics of the US.""

“I wish people knew https://t.co/f7SVSR3K32",negative,"anger, concern",event,changing demographics of the US,nonsupportive
374,1803820584632987661,"@SenTedCruz Ted""  How much oil was Iran selling when Biden became President"" (at the end of 2020, when the world was not buying oil) &lt; oops? 

Ted is a performer, he is not a serious Senator. It's all about the performance.",negative,amusement,entity,Iran,nonsupportive
375,1803820584012288266,"If she was a white conservative, the New York Times and Wall Street Journal would LOVE her for this. But, since she's a Black woman, they won't even notice.",negative,"anger, resentment",entity,Kamala Harris,supportive
376,1803820584012288266,"If she was a white conservative, the New York Times and Wall Street Journal would LOVE her for this. But, since she's a Black woman, they won't even notice.",negative,"anger, resentment",media outlet,New York Times and Wall Street Journal,nonsupportive
377,1803820583123079560,"When the national race between Joe Biden and Donald Trump is close, as it has been since the get-go, the outcome likely will be decided by tens of thousands of votes in several swing states. 

Here's a breakdown of how that has played out in presidential elections since 2000: https://t.co/dSHESvMpq9",negative,NA,entity,Joe Biden,nonsupportive
378,1803820583123079560,"When the national race between Joe Biden and Donald Trump is close, as it has been since the get-go, the outcome likely will be decided by tens of thousands of votes in several swing states. 

Here's a breakdown of how that has played out in presidential elections since 2000: https://t.co/dSHESvMpq9",negative,NA,entity,Donald Trump,supportive
379,1803820349588668622,Why do Democrats want to do away with the electoral college?,negative,anger,entity,electoral college,nonsupportive
380,1803820295427420628,"White House Goes Dark As Biden Heads to Camp David for a Week of Debate Prep
  https://t.co/zBq2x8KkY4",neutral,NA,event,Biden heads to Camp David for a week of debate prep,supportive
381,1803820295427420628,"White House Goes Dark As Biden Heads to Camp David for a Week of Debate Prep
  https://t.co/zBq2x8KkY4",neutral,NA,entity,White House,nonsupportive
382,1803820293024002320,"Republicans, with help from a mainstream media industrial complex that hates Biden, will do all they can to tamp down enthusiasm for Biden and feed a narrative that it's Trump's race to lose. Right wing media piles on with disinformation and there you have it. https://t.co/RD1dUK817C",negative,"anger, concern",entity,Biden,supportive
383,1803820293024002320,"Republicans, with help from a mainstream media industrial complex that hates Biden, will do all they can to tamp down enthusiasm for Biden and feed a narrative that it's Trump's race to lose. Right wing media piles on with disinformation and there you have it. https://t.co/RD1dUK817C",negative,"anger, concern",event,Trump's presidential race,negative
384,1803820293024002320,"Republicans, with help from a mainstream media industrial complex that hates Biden, will do all they can to tamp down enthusiasm for Biden and feed a narrative that it's Trump's race to lose. Right wing media piles on with disinformation and there you have it. https://t.co/RD1dUK817C",negative,"anger, concern",entity,Republicans,nonsupportive
385,1803820275038933001,"Biden’s Latest Fiasco: Sweeping Internet Plan Spends $42 Billion With No New Hook-Ups
https://t.co/N1ByK3gtIP",negative,"anger, distrust",entity,Biden,nonsupportive
386,1803820275038933001,"Biden’s Latest Fiasco: Sweeping Internet Plan Spends $42 Billion With No New Hook-Ups
https://t.co/N1ByK3gtIP",negative,"anger, distrust",topic,internet plan,negative
387,1803820275038933001,"Biden’s Latest Fiasco: Sweeping Internet Plan Spends $42 Billion With No New Hook-Ups
https://t.co/N1ByK3gtIP",negative,"anger, distrust",event,fiasco,negative
388,1803820268059546055,@ProjectLincoln President Biden gets the job done. https://t.co/IFDzUoklUd,negative,anger,entity,President Biden,nonsupportive
389,1803820254281281779,2024 GET OUT THE SCUBA DIVING GEAR 4DEEP DIVE INTO ALL JOE BIDEN'S FAMILY INCOME FINANCES INVESTMENTS TRADING STOCKS BONDS ASSETS PROPERTIES OFF SHORE ACCOUNTS TAXES NAMES &amp; PLACES TRACKING &amp; TRACING DNC DEMOCRATS MARXIST SOCIALIST COMMUNISTS NATIONALLY &amp; GLOBALLY FOREIGN AFAIRS!,negative,"anger, distrust, concern",entity,DNC Democrats,nonsupportive
390,1803820254281281779,2024 GET OUT THE SCUBA DIVING GEAR 4DEEP DIVE INTO ALL JOE BIDEN'S FAMILY INCOME FINANCES INVESTMENTS TRADING STOCKS BONDS ASSETS PROPERTIES OFF SHORE ACCOUNTS TAXES NAMES &amp; PLACES TRACKING &amp; TRACING DNC DEMOCRATS MARXIST SOCIALIST COMMUNISTS NATIONALLY &amp; GLOBALLY FOREIGN AFAIRS!,negative,"anger, distrust, concern",topic,Joe Biden's family income finances,negative
391,1803820222748508431,We can make the U.S. tax code reflect the values of the American people by raising taxes for billionaires and billionaire corporations. That’s what President Biden is running on. And it’s what the American people are demanding—loud and clear.,positive,"determination, approval",entity,raising taxes for billionaires and billionaire corporations,supportive
392,1803820222748508431,We can make the U.S. tax code reflect the values of the American people by raising taxes for billionaires and billionaire corporations. That’s what President Biden is running on. And it’s what the American people are demanding—loud and clear.,positive,"determination, approval",event,President Biden's tax plan,nonsupportive
393,1803820218235412702,"@ProjectLincoln Bravo, Biden! https://t.co/8XduQ21H4i",positive,anger,entity,Biden,nonsupportive
394,1803820185784078543,"A claim that Rishi Sunak may announce plans to pay people £75,000 to leave the UK is being shared widely on social media. 

There’s no such plan in the Conservative manifesto, and the claim appears to have come from a parody account. 

https://t.co/N3NsrXTBED",neutral,NA,entity,Rishi Sunak,NA
395,1803820185784078543,"A claim that Rishi Sunak may announce plans to pay people £75,000 to leave the UK is being shared widely on social media. 

There’s no such plan in the Conservative manifesto, and the claim appears to have come from a parody account. 

https://t.co/N3NsrXTBED",neutral,NA,topic,"plan to pay people £75,000 to leave the UK",negative
396,1803820185628901770,Biden's $350 Million FAIL Ahead of Trump Debate https://t.co/OK81slGA2W,negative,"anger, frustration",entity,Donald Trump,supportive
397,1803820185628901770,Biden's $350 Million FAIL Ahead of Trump Debate https://t.co/OK81slGA2W,negative,"anger, frustration",event,Trump Debate,neutral
398,1803820163080335852,"🎥How do we know AI technology hasn’t already been in use by mainstream media, intelligence agencies, and governments for years as propaganda?
🎬Perhaps ‘None of Those MFers in the Biden administration are Real?’
🎥If it is a movie we are watching; I’m giving it two 👎👎. 
🎬It’s https://t.co/oUN3uJm0VY",negative,"anger, distrust",entity,Biden administration,nonsupportive
399,1803820163080335852,"🎥How do we know AI technology hasn’t already been in use by mainstream media, intelligence agencies, and governments for years as propaganda?
🎬Perhaps ‘None of Those MFers in the Biden administration are Real?’
🎥If it is a movie we are watching; I’m giving it two 👎👎. 
🎬It’s https://t.co/oUN3uJm0VY",negative,"anger, distrust",topic,propaganda by mainstream media and intelligence agencies,supportive
400,1803820149520420931,"Candace Owens &amp; Brie Joy Gray Agree, Biden's Replacement, Juneteenth Drama, &amp; More! https://t.co/cnb19GbYWU",positive,NA,entity,NC Candace Owens,neutral
401,1803820149520420931,"Candace Owens &amp; Brie Joy Gray Agree, Biden's Replacement, Juneteenth Drama, &amp; More! https://t.co/cnb19GbYWU",positive,NA,entity,Brie Joy Gray,neutral
402,1803820149520420931,"Candace Owens &amp; Brie Joy Gray Agree, Biden's Replacement, Juneteenth Drama, &amp; More! https://t.co/cnb19GbYWU",positive,NA,event,Juneteenth drama,nonsupportive
403,1803820128611496158,"BIG BREAKING 🚨 

DONALD TRUMP LIKELY TO MAKE BIG #BITCOIN RELATED ANNOUNCEMENT SOOON BEFORE ELECTIONS!

LEGAL TENDER ? https://t.co/tIxyCx3QGI",positive,"excitement, anticipation",entity,Donald Trump,supportive
404,1803820128611496158,"BIG BREAKING 🚨 

DONALD TRUMP LIKELY TO MAKE BIG #BITCOIN RELATED ANNOUNCEMENT SOOON BEFORE ELECTIONS!

LEGAL TENDER ? https://t.co/tIxyCx3QGI",positive,"excitement, anticipation",event,Bitcoin announcement before elections,positive
405,1803820121074393330,Robert De Niro is a true patriot and an American hero for standing up to Donald Trump! Who's with him? 🙋🙋‍♂️🙋‍♀️ https://t.co/utO4jW2EFj,positive,support,entity,Donald Trump,nonsupportive
406,1803820117857288554,"Janusz Kowalski - 🇵🇱 PGNiG - 🇷🇺 Gazprom

It escalated quickly:
✓ Piotr Naimski's school of thought™
✓ Founding president of Warsaw Institute
✓ CPAC star

EuRoPol Gaz: members of the company's management received bonuses for profits they did not generate.
(link bellow) /1",negative,anger,entity,EuRoPol Gaz,nonsupportive
407,1803820117857288554,"Janusz Kowalski - 🇵🇱 PGNiG - 🇷🇺 Gazprom

It escalated quickly:
✓ Piotr Naimski's school of thought™
✓ Founding president of Warsaw Institute
✓ CPAC star

EuRoPol Gaz: members of the company's management received bonuses for profits they did not generate.
(link bellow) /1",negative,anger,topic,bonus for ungenerated profits,negative
408,1803820113352941764,"A booming economy, record job growth, and promises delivered. Biden produces results, see for yourself. https://t.co/wFEKVt7hUu",positive,NA,entity,Biden,supportive
409,1803820113352941764,"A booming economy, record job growth, and promises delivered. Biden produces results, see for yourself. https://t.co/wFEKVt7hUu",positive,NA,event,"economy growth, job growth",neutral
410,1803820111993909717,"Philly, let's rally for President Trump this weekend! Register today for an opportunity to hear him deliver his speech!
https://t.co/Y8HoFiC6Tf",positive,excitement,entity,President Trump,supportive
411,1803820111993909717,"Philly, let's rally for President Trump this weekend! Register today for an opportunity to hear him deliver his speech!
https://t.co/Y8HoFiC6Tf",positive,excitement,event,speech,supportive
412,1803820110374977824,"Biden Approval is at 44% today, remained unchanged from yesterday https://t.co/K0PyR8w0EM

#BIDENAPPROVAL

Sponsored by @mattpalumbo12 and How the Left Hijacked and Weaponized the Fact-Checking Industry , available here:  https://t.co/zYb6UIRwnQ https://t.co/3hePE7oxuS",negative,NA,entity,Biden Approval,positive
413,1803820110374977824,"Biden Approval is at 44% today, remained unchanged from yesterday https://t.co/K0PyR8w0EM

#BIDENAPPROVAL

Sponsored by @mattpalumbo12 and How the Left Hijacked and Weaponized the Fact-Checking Industry , available here:  https://t.co/zYb6UIRwnQ https://t.co/3hePE7oxuS",negative,NA,event,change in approval rate,negative
414,1803820105916449175,"It's only a matter of time before the Biden Administration's open border policies result in a devastating incident on U.S. soil. 

Our national security is at risk!",negative,"concern, alarm",entity,Biden Administration's open border policies,nonsupportive
415,1803820105916449175,"It's only a matter of time before the Biden Administration's open border policies result in a devastating incident on U.S. soil. 

Our national security is at risk!",negative,"concern, alarm",topic,national security risk,negative
416,1803820104548806887,"""Judicial Watch lawsuit uncovered documents that Joe Biden’s dogs attacked three dozen Secret Service and White House staff!"" @TomFitton
READ: https://t.co/UIYRQoohav https://t.co/WhAq48vsnH",negative,anger,entity,Joe Biden's dogs,nonsupportive
417,1803820104548806887,"""Judicial Watch lawsuit uncovered documents that Joe Biden’s dogs attacked three dozen Secret Service and White House staff!"" @TomFitton
READ: https://t.co/UIYRQoohav https://t.co/WhAq48vsnH",negative,anger,event,attack on Secret Service and White House staff by Joe Biden’s dogs,negative
418,1803820102485209406,"Don't swallow the media propaganda over Hunter Biden.

It's not about ""a father's love for his son"" it's about the Biden family's decades-long, corrupt exploitation of public office for personal gain. https://t.co/vimsS4a3wO",negative,anger,entity,Hunter Biden,neutral
419,1803820102485209406,"Don't swallow the media propaganda over Hunter Biden.

It's not about ""a father's love for his son"" it's about the Biden family's decades-long, corrupt exploitation of public office for personal gain. https://t.co/vimsS4a3wO",negative,anger,event/topic,Biden family corruption,nonsupportive
420,1803820101499543621,"RECKLESS SPENDING + BROKEN PROMISES = BIDENOMICS.

After 3 YEARS of Pres. Biden's $42.5B BEAD program designed to connect rural Americans to new broadband networks, NOT A SINGLE home or business has been connected.
https://t.co/qrwTqCQSiX",negative,"anger, disappointment",entity,Bidenomics,nonsupportive
421,1803820101499543621,"RECKLESS SPENDING + BROKEN PROMISES = BIDENOMICS.

After 3 YEARS of Pres. Biden's $42.5B BEAD program designed to connect rural Americans to new broadband networks, NOT A SINGLE home or business has been connected.
https://t.co/qrwTqCQSiX",negative,"anger, disappointment",event,Bead program,negative
422,1803820092284698635,"@dom_lucre The difference is amazing.

Biden vs Trump on the world stage.

https://t.co/12H3Qql2O0",positive,NA,event,Biden vs Trump comparison,supportive
423,1803820091621970084,"@GoodForCongress Sir, do you know how many Democrats voted for your opponent? The GOP has to do away with ""open"" primaries. The Democrats are gaming the system by getting their voters out to vote for more easily-beatable MAGA opponents. It's been working since 2018.",negative,"anger, concern",entity,Democrats,nonsupportive
424,1803820091621970084,"@GoodForCongress Sir, do you know how many Democrats voted for your opponent? The GOP has to do away with ""open"" primaries. The Democrats are gaming the system by getting their voters out to vote for more easily-beatable MAGA opponents. It's been working since 2018.",negative,"anger, concern",event,open primaries,supportive
425,1803820091621970084,"@GoodForCongress Sir, do you know how many Democrats voted for your opponent? The GOP has to do away with ""open"" primaries. The Democrats are gaming the system by getting their voters out to vote for more easily-beatable MAGA opponents. It's been working since 2018.",negative,"anger, concern",entity,MAGA opponents,nonsupportive
426,1803820090669859259,@JoJoFromJerz @dbongino It really is like every conservative man never grew up past the age of 16. Intelligence and maturity.,negative,"anger, distrust",entity,conservative men,nonsupportive
427,1803820080750276645,"Blacks for Trump is REAL! #BFT
Top Democrats are reportedly expressing concerns about Joe Biden's re-election strategy, but fear that speaking up could get them exiled from his inner circle, sources with knowledge of the situation told Axios on Wednesday. https://t.co/SaL1unF9Cs https://t.co/rq59XHGUVM",negative,"concern, fear",entity,Democrats,nonsupportive
428,1803820080750276645,"Blacks for Trump is REAL! #BFT
Top Democrats are reportedly expressing concerns about Joe Biden's re-election strategy, but fear that speaking up could get them exiled from his inner circle, sources with knowledge of the situation told Axios on Wednesday. https://t.co/SaL1unF9Cs https://t.co/rq59XHGUVM",negative,"concern, fear",event,Joe Biden's re-election strategy,supportive
429,1803820080750276645,"Blacks for Trump is REAL! #BFT
Top Democrats are reportedly expressing concerns about Joe Biden's re-election strategy, but fear that speaking up could get them exiled from his inner circle, sources with knowledge of the situation told Axios on Wednesday. https://t.co/SaL1unF9Cs https://t.co/rq59XHGUVM",negative,"concern, fear",entity,Trump,supportive
430,1803820070373613584,Joe Biden’s Presidential Debate Prep: https://t.co/HKL3C8N6qf,positive,excitement,event,Presidential debate prep for Joe Biden,supportive
431,1803820047380435400,"#DemVoice1 #DemsUnited 
Voters want 2 hear both sides so they can judge who has the best ideas.

In the last Prez debate, Trump interrupted Biden 100 times bc he knew JB has the better policies &amp; he didn't want Ppl 2 hear them.

Only Ppl who want a bully 4 Prez thot DJT won. https://t.co/HJwweZIaHS",negative,"anger, distrust",entity,Donald Trump,supportive
432,1803820047380435400,"#DemVoice1 #DemsUnited 
Voters want 2 hear both sides so they can judge who has the best ideas.

In the last Prez debate, Trump interrupted Biden 100 times bc he knew JB has the better policies &amp; he didn't want Ppl 2 hear them.

Only Ppl who want a bully 4 Prez thot DJT won. https://t.co/HJwweZIaHS",negative,"anger, distrust",event,presidential debate,negative
433,1803820047380435400,"#DemVoice1 #DemsUnited 
Voters want 2 hear both sides so they can judge who has the best ideas.

In the last Prez debate, Trump interrupted Biden 100 times bc he knew JB has the better policies &amp; he didn't want Ppl 2 hear them.

Only Ppl who want a bully 4 Prez thot DJT won. https://t.co/HJwweZIaHS",negative,"anger, distrust",entity,Kamala Harris/Biden,nonsupportive
434,1803820015759532173,"Latimer may not share President Biden's agenda, but at least he's overtly racist.",negative,"anger, resentment, disgust",entity,Natalie Nataras (Latimer),nonsupportive
435,1803820015759532173,"Latimer may not share President Biden's agenda, but at least he's overtly racist.",negative,"anger, resentment, disgust",event,NA,NA
436,1803819993399763129,"Donald Trump suggested that Biden's student loan forgiveness plans should be reversed. And if he wins the election this November, they might be. https://t.co/bhUUk5mxeB",negative,anger,entity,Joe Biden,nonsupportive
437,1803819993399763129,"Donald Trump suggested that Biden's student loan forgiveness plans should be reversed. And if he wins the election this November, they might be. https://t.co/bhUUk5mxeB",negative,anger,event,student loan forgiveness plans,negative
438,1803819947279479143,Joe Oltmann Biden Gaslights Americans Over Mass Amnesty With Jonathan Rose &amp; Dan Lynman Live at 12PM EST 19 June 2024 https://t.co/XrcQEFX2H2,negative,"anger, concern",entity,Joe Biden,nonsupportive
439,1803819947279479143,Joe Oltmann Biden Gaslights Americans Over Mass Amnesty With Jonathan Rose &amp; Dan Lynman Live at 12PM EST 19 June 2024 https://t.co/XrcQEFX2H2,negative,"anger, concern",event,Mass Amnesty,negative
440,1803819944762556582,"@mtgreenee It's called the rule of law and no one being above it Marge. Don't commit crimes with evidence and you won't be indicted, tried and convicted. I mean those same tools just convicted Hunter Biden, but you like to have it both ways.",negative,anger,entity,Hunter Biden,supportive
441,1803819944762556582,"@mtgreenee It's called the rule of law and no one being above it Marge. Don't commit crimes with evidence and you won't be indicted, tried and convicted. I mean those same tools just convicted Hunter Biden, but you like to have it both ways.",negative,anger,topic,rule of law,positive
442,1803819944762556582,"@mtgreenee It's called the rule of law and no one being above it Marge. Don't commit crimes with evidence and you won't be indicted, tried and convicted. I mean those same tools just convicted Hunter Biden, but you like to have it both ways.",negative,anger,entity,Marge ( likely referring to Marianne Williamson),nonsupportive
443,1803819907445854246,"@RonFilipkowski Every single Republican elected official blames President Biden for their failures. They also take every Biden accomplishment as their own. Voting red means voting for hypocrites, liars, conspiracy theorists and Trump enablers.",negative,"anger, distrust",entity,Republican elected officials,nonsupportive
444,1803819907445854246,"@RonFilipkowski Every single Republican elected official blames President Biden for their failures. They also take every Biden accomplishment as their own. Voting red means voting for hypocrites, liars, conspiracy theorists and Trump enablers.",negative,"anger, distrust",entity,President Biden,supportive
445,1803819900168777793,Polls are missing the Republicans whose red line is voting for a convicted felon,negative,"anger, distrust",entity,Republicans,nonsupportive
446,1803819900168777793,Polls are missing the Republicans whose red line is voting for a convicted felon,negative,"anger, distrust",event,voting for a convicted felon,negative
447,1803819894539985343,"To understand why the GOP is so closely aligned with Netanyahu's Likud...Two ideological peas in a pod. 

(NB No data for some parties in the Israeli government). 

Source: https://t.co/JU0bZqksui https://t.co/TKAkLRgxHQ",negative,NA,entity,GOP,nonsupportive
448,1803819894539985343,"To understand why the GOP is so closely aligned with Netanyahu's Likud...Two ideological peas in a pod. 

(NB No data for some parties in the Israeli government). 

Source: https://t.co/JU0bZqksui https://t.co/TKAkLRgxHQ",negative,NA,entity,Likud,supportive
449,1803819878106776005,"The Biden administration continues to shut out @SenatorHagerty and I from the judicial nominee process, disregarding the will of Tennesseans.

This lack of bipartisan tradition is concerning, but not surprising as they have a history of bad-faith, backroom deals. https://t.co/6h4RtTSQcI",negative,"anger, concern",entity,Biden administration,nonsupportive
450,1803819878106776005,"The Biden administration continues to shut out @SenatorHagerty and I from the judicial nominee process, disregarding the will of Tennesseans.

This lack of bipartisan tradition is concerning, but not surprising as they have a history of bad-faith, backroom deals. https://t.co/6h4RtTSQcI",negative,"anger, concern",event/topic,judicial nominee process,negative
